anio,posicion,nombre_dj,movimiento,variacion,url
2019,12,Hardwell,9,Baja,/top100djs/2019/12/Hardwell
2019,13,Timmy Trumpet,20,Sube,/top100djs/2019/13/Timmy-Trumpet
2019,14,R3hab,2,Baja,/top100djs/2019/14/R3hab
2019,15,KSHMR,3,Sube,/top100djs/2019/15/KSHMR
2019,16,DJ Snake,8,Sube,/top100djs/2019/16/DJ-Snake
2019,17,Eric Prydz,3,Sube,/top100djs/2019/17/Eric-Prydz
2019,18,W & W,4,Baja,/top100djs/2019/18/W--W
2019,19,Calvin Harris,21,Sube,/top100djs/2019/19/Calvin-Harris
2019,20,Lost Frequencies,3,Baja,/top100djs/2019/20/Lost-Frequencies
2019,21,Skrillex,NON MOVER,,/top100djs/2019/21/Skrillex
2019,22,Above & Beyond,29,Sube,/top100djs/2019/22/Above--Beyond
2019,23,DVBBS,7,Baja,/top100djs/2019/23/DVBBS
2019,24,Nervo,3,Sube,/top100djs/2019/24/Nervo
2019,25,Quintino,NON MOVER,,/top100djs/2019/25/Quintino
2019,26,The Chainsmokers,5,Sube,/top100djs/2019/26/The-Chainsmokers
2019,27,Alan Walker,9,Sube,/top100djs/2019/27/Alan-Walker
2019,28,VINAI,2,Baja,/top100djs/2019/28/VINAI
2019,29,Headhunterz,1,Baja,/top100djs/2019/29/Headhunterz
2019,30,Fedde Le Grand,8,Baja,/top100djs/2019/30/Fedde-Le-Grand
2019,31,Vini Vici,3,Sube,/top100djs/2019/31/Vini-Vici
2019,32,Ummet Ozcan,9,Baja,/top100djs/2019/32/Ummet-Ozcan
2019,33,Angerfist,4,Baja,/top100djs/2019/33/Angerfist
2019,34,Bassjackers,4,Baja,/top100djs/2019/34/Bassjackers
2019,35,Carl Cox,18,Sube,/top100djs/2019/35/Carl-Cox
2019,36,Blasterjaxx,1,Sube,/top100djs/2019/36/Blasterjaxx
2019,37,Nicky Romero,6,Sube,/top100djs/2019/37/Nicky-Romero
2019,38,Wolfpack,3,Baja,/top100djs/2019/38/Wolfpack
2019,39,ATB,10,Sube,/top100djs/2019/39/ATB
2019,40,Kura,1,Baja,/top100djs/2019/40/Kura
2019,41,Danny Avila,3,Baja,/top100djs/2019/41/Danny-Avila
2019,42,Swedish House Mafia,21,Sube,/top100djs/2019/42/Swedish-House-Mafia
2019,43,Tujamo,3,Sube,/top100djs/2019/43/Tujamo
2019,44,Alison Wonderland,52,Sube,/top100djs/2019/44/Alison-Wonderland
2019,45,Martin Jensen,9,Sube,/top100djs/2019/45/Martin-Jensen
2019,46,Cat Dealers,2,Sube,/top100djs/2019/46/Cat-Dealers
2019,47,Vintage Culture,28,Baja,/top100djs/2019/47/Vintage-Culture
2019,48,Adam Beyer,31,Sube,/top100djs/2019/48/Adam-Beyer
2019,49,Mariana Bo,19,Sube,/top100djs/2019/49/Mariana-Bo
2019,50,Zedd,6,Baja,/top100djs/2019/50/Zedd
2019,51,MATTN,21,Sube,/top100djs/2019/51/MATTN
2019,52,Kygo,20,Baja,/top100djs/2019/52/Kygo
2019,53,Claptone,4,Sube,/top100djs/2019/53/Claptone
2019,54,Mike Williams,12,Sube,/top100djs/2019/54/Mike-Williams
2019,55,Diego Miranda,5,Baja,/top100djs/2019/55/Diego-Miranda
2019,56,Yves V,re-entry,,/top100djs/2019/56/Yves-V
2019,57,Will Sparks,1,Baja,/top100djs/2019/57/Will-Sparks
2019,58,Steve Angello,NON MOVER,,/top100djs/2019/58/Steve-Angello
2019,59,Ferry Corsten,16,Sube,/top100djs/2019/59/Ferry-Corsten
2019,60,Nina Kraviz,37,Sube,/top100djs/2019/60/Nina-Kraviz
2019,61,Alesso,16,Baja,/top100djs/2019/61/Alesso
2019,62,Breathe Carolina,15,Sube,/top100djs/2019/62/Breathe-Carolina
2019,63,FISHER,new entry,,/top100djs/2019/63/FISHER
2019,64,Illenium,new entry,,/top100djs/2019/64/Illenium
2019,65,Deorro,24,Sube,/top100djs/2019/65/Deorro
2019,66,Richie Hawtin,5,Baja,/top100djs/2019/66/Richie-Hawtin
2019,67,Diplo,25,Baja,/top100djs/2019/67/Diplo
2019,68,Da Tweekaz,8,Sube,/top100djs/2019/68/Da-Tweekaz
2019,69,Miss K8,4,Baja,/top100djs/2019/69/Miss-K8
2019,70,3 Are Legend,new entry,,/top100djs/2019/70/3-Are-Legend
2019,71,Deadmau5,12,Baja,/top100djs/2019/71/Deadmau5
2019,72,Carta,1,Sube,/top100djs/2019/72/Carta
2019,73,Carl Nunes,26,Sube,/top100djs/2019/73/Carl-Nunes
2019,74,Charlotte de Witte,new entry,,/top100djs/2019/74/Charlotte-de-Witte
2019,75,Warface,re-entry,,/top100djs/2019/75/Warface
2019,76,Cedric Gervais,11,Sube,/top100djs/2019/76/Cedric-Gervais
2019,77,Yellow Claw,30,Baja,/top100djs/2019/77/Yellow-Claw
2019,78,Lucas & Steve,14,Sube,/top100djs/2019/78/Lucas--Steve
2019,79,Andy C,11,Sube,/top100djs/2019/79/Andy-C
2019,80,Peggy Gou,new entry,,/top100djs/2019/80/Peggy-Gou
2019,81,Deniz Koyu,3,Baja,/top100djs/2019/81/Deniz-Koyu
2019,82,Robin Schulz,22,Baja,/top100djs/2019/82/Robin-Schulz
2019,83,Vicetone,re-entry,,/top100djs/2019/83/Vicetone
2019,84,Tom & Collins,new entry,,/top100djs/2019/84/Tom--Collins
2019,85,Boris Brejcha,new entry,,/top100djs/2019/85/Boris-Brejcha
2019,86,Marco Carola,NON MOVER,,/top100djs/2019/86/Marco-Carola
2019,87,Paul van Dyk,32,Baja,/top100djs/2019/87/Paul-van-Dyk
2019,88,Solardo,new entry,,/top100djs/2019/88/Solardo
2019,89,Thomas Gold,re-entry,,/top100djs/2019/89/Thomas-Gold
2019,90,Black Coffee,re-entry,,/top100djs/2019/90/Black-Coffee
2019,91,Paul Kalkbrenner,4,Sube,/top100djs/2019/91/Paul-Kalkbrenner
2019,92,Daddy's Groove,12,Baja,/top100djs/2019/92/Daddys-Groove
2019,93,Julian Jordan,re-entry,,/top100djs/2019/93/Julian-Jordan
2019,94,Rave Republic,4,Sube,/top100djs/2019/94/Rave-Republic
2019,95,Sub Zero Project,new entry,,/top100djs/2019/95/Sub-Zero-Project
2019,96,D.O.D,new entry,,/top100djs/2019/96/D.O.D
2019,97,Henri PFR,new entry,,/top100djs/2019/97/Henri-PFR
2019,98,Florian Picasso,36,Baja,/top100djs/2019/98/Florian-Picasso
2019,99,Swanky Tunes,28,Baja,/top100djs/2019/99/Swanky-Tunes
2019,100,Solomun,9,Baja,/top100djs/2019/100/Solomun
2020,1,David Guetta,2,Sube,/top100djs/2020/1/David-Guetta
2020,2,Dimitri Vegas & Like Mike,1,Baja,/top100djs/2020/2/Dimitri-Vegas--Like-Mike
2020,3,Martin Garrix,1,Baja,/top100djs/2020/3/Martin-Garrix
2020,4,Armin Van Buuren,NON MOVER,,/top100djs/2020/4/Armin-Van-Buuren
2020,5,Alok,6,Sube,/top100djs/2020/5/Alok
2020,6,Don Diablo,NON MOVER,,/top100djs/2020/6/Don-Diablo
2020,7,Afrojack,2,Sube,/top100djs/2020/7/Afrojack
2020,8,Oliver Heldens,1,Baja,/top100djs/2020/8/Oliver-Heldens
2020,9,Steve Aoki,1,Sube,/top100djs/2020/9/Steve-Aoki
2020,10,Timmy Trumpet,3,Sube,/top100djs/2020/10/Timmy-Trumpet
2020,11,Marshmello,6,Baja,/top100djs/2020/11/Marshmello
2020,12,KSHMR,3,Sube,/top100djs/2020/12/KSHMR
2020,13,R3hab,1,Sube,/top100djs/2020/13/R3hab
2020,14,W&W,4,Sube,/top100djs/2020/14/WW
2020,15,Skrillex,6,Sube,/top100djs/2020/15/Skrillex
2020,16,Tiësto,8,Baja,/top100djs/2020/16/Tiësto
2020,17,Hardwell,5,Baja,/top100djs/2020/17/Hardwell
2020,18,Calvin Harris,1,Sube,/top100djs/2020/18/Calvin-Harris
2020,19,Above & Beyond,3,Sube,/top100djs/2020/19/Above--Beyond
2020,20,Nervo,4,Sube,/top100djs/2020/20/Nervo
2020,21,Lost Frequencies,1,Baja,/top100djs/2020/21/Lost-Frequencies
2020,22,Eric Prydz,5,Baja,/top100djs/2020/22/Eric-Prydz
2020,23,Fedde Le Grand,7,Sube,/top100djs/2020/23/Fedde-Le-Grand
2020,24,Vini Vici,7,Sube,/top100djs/2020/24/Vini-Vici
2020,25,DJ Snake,9,Baja,/top100djs/2020/25/DJ-Snake
2020,26,Alan Walker,1,Sube,/top100djs/2020/26/Alan-Walker
2020,27,The Chainsmokers,1,Baja,/top100djs/2020/27/The-Chainsmokers
2020,28,Kygo,24,Sube,/top100djs/2020/28/Kygo
2020,29,Bassjackers,5,Sube,/top100djs/2020/29/Bassjackers
2020,30,Vintage Culture,17,Sube,/top100djs/2020/30/Vintage-Culture
2020,31,Nicky Romero,6,Sube,/top100djs/2020/31/Nicky-Romero
2020,32,Charlotte de Witte,42,Sube,/top100djs/2020/32/Charlotte-de-Witte
2020,33,Quintino,8,Baja,/top100djs/2020/33/Quintino
2020,34,Carl Cox,1,Sube,/top100djs/2020/34/Carl-Cox
2020,35,Zedd,15,Sube,/top100djs/2020/35/Zedd
2020,36,Angerfist,3,Baja,/top100djs/2020/36/Angerfist
2020,37,Diplo,30,Sube,/top100djs/2020/37/Diplo
2020,38,Danny Avila,3,Sube,/top100djs/2020/38/Danny-Avila
2020,39,VINAI,11,Baja,/top100djs/2020/39/VINAI
2020,40,Tujamo,3,Sube,/top100djs/2020/40/Tujamo
2020,41,Claptone,12,Sube,/top100djs/2020/41/Claptone
2020,42,MATTN,9,Sube,/top100djs/2020/42/MATTN
2020,43,Illenium,21,Sube,/top100djs/2020/43/Illenium
2020,44,Mariana Bo,5,Sube,/top100djs/2020/44/Mariana-Bo
2020,45,Alesso,16,Sube,/top100djs/2020/45/Alesso
2020,46,Headhunterz,17,Baja,/top100djs/2020/46/Headhunterz
2020,47,Alison Wonderland,3,Baja,/top100djs/2020/47/Alison-Wonderland
2020,48,Adam Beyer,NON MOVER,,/top100djs/2020/48/Adam-Beyer
2020,49,Wolfpack,11,Baja,/top100djs/2020/49/Wolfpack
2020,50,Paul van Dyk,37,Sube,/top100djs/2020/50/Paul-van-Dyk
2020,51,Diego Miranda,4,Sube,/top100djs/2020/51/Diego-Miranda
2020,52,Cat Dealers,6,Baja,/top100djs/2020/52/Cat-Dealers
2020,53,Ferry Corsten,6,Sube,/top100djs/2020/53/Ferry-Corsten
2020,54,Miss K8,15,Sube,/top100djs/2020/54/Miss-K8
2020,55,DVBBS,32,Baja,/top100djs/2020/55/DVBBS
2020,56,ATB,17,Baja,/top100djs/2020/56/ATB
2020,57,REZZ,new entry,,/top100djs/2020/57/REZZ
2020,58,Will Sparks,1,Baja,/top100djs/2020/58/Will-Sparks
2020,59,Amelie Lens,new entry,,/top100djs/2020/59/Amelie-Lens
2020,60,Boris Brejcha,25,Sube,/top100djs/2020/60/Boris-Brejcha
2020,61,Carta,11,Sube,/top100djs/2020/61/Carta
2020,62,3 Are Legend,8,Sube,/top100djs/2020/62/3-Are-Legend
2020,63,Breathe Carolina,1,Baja,/top100djs/2020/63/Breathe-Carolina
2020,64,Deadmau5,7,Sube,/top100djs/2020/64/Deadmau5
2020,65,Ummet Ozcan,33,Baja,/top100djs/2020/65/Ummet-Ozcan
2020,66,Nina Kraviz,6,Baja,/top100djs/2020/66/Nina-Kraviz
2020,67,Yellow Claw,10,Sube,/top100djs/2020/67/Yellow-Claw
2020,68,Jamie Jones,new entry,,/top100djs/2020/68/Jamie-Jones
2020,69,Peggy Gou,11,Sube,/top100djs/2020/69/Peggy-Gou
2020,70,Blasterjaxx,34,Baja,/top100djs/2020/70/Blasterjaxx
2020,71,Julian Jordan,22,Sube,/top100djs/2020/71/Julian-Jordan
2020,72,Deniz Koyu,9,Sube,/top100djs/2020/72/Deniz-Koyu
2020,73,Nora En Pure,new entry,,/top100djs/2020/73/Nora-En-Pure
2020,74,Kura,34,Baja,/top100djs/2020/74/Kura
2020,75,Florian Picasso,23,Sube,/top100djs/2020/75/Florian-Picasso
2020,76,TBC - marek,13,Baja,/top100djs/2020/76/TBC---marek
2020,77,Tom & Collins,7,Sube,/top100djs/2020/77/Tom--Collins
2020,78,Brennan Heart,re-entry,,/top100djs/2020/78/Brennan-Heart
2020,79,Mr Pig,new entry,,/top100djs/2020/79/Mr-Pig
2020,80,Radical Redemption,re-entry,,/top100djs/2020/80/Radical-Redemption
2020,81,Rave Republic,13,Sube,/top100djs/2020/81/Rave-Republic
2020,82,Pink Panda,new entry,,/top100djs/2020/82/Pink-Panda
2020,83,D.O.D,13,Sube,/top100djs/2020/83/D.O.D
2020,84,Swedish House Mafia,42,Baja,/top100djs/2020/84/Swedish-House-Mafia
2020,85,Plastik Funk,new entry,,/top100djs/2020/85/Plastik-Funk
2020,86,Green Velvet,new entry,,/top100djs/2020/86/Green-Velvet
2020,87,Sunnery James & Ryan Marciano,new entry,,/top100djs/2020/87/Sunnery-James--Ryan-Marciano
2020,88,Aryue,new entry,,/top100djs/2020/88/Aryue
2020,89,Burak Yeter,new entry,,/top100djs/2020/89/Burak-Yeter
2020,90,Mike Williams,36,Baja,/top100djs/2020/90/Mike-Williams
2020,91,Black Coffee,1,Baja,/top100djs/2020/91/Black-Coffee
2020,92,Tungevaag,new entry,,/top100djs/2020/92/Tungevaag
2020,93,Deborah De Luca,new entry,,/top100djs/2020/93/Deborah-De-Luca
2020,94,Mike Perry,new entry,,/top100djs/2020/94/Mike-Perry
2020,95,ANNA,new entry,,/top100djs/2020/95/ANNA
2020,96,Dimitri Vangelis & Wyman,new entry,,/top100djs/2020/96/Dimitri-Vangelis--Wyman
2020,97,Blastoyz,new entry,,/top100djs/2020/97/Blastoyz
2020,98,22Bullets,new entry,,/top100djs/2020/98/22Bullets
2020,99,Robin Schulz,17,Baja,/top100djs/2020/99/Robin-Schulz
2020,100,Marco Carola,14,Baja,/top100djs/2020/100/Marco-Carola
2021,1,David Guetta,NON MOVER,,/top100djs/2021/1/David-Guetta
2021,2,Martin Garrix,1,Sube,/top100djs/2021/2/Martin-Garrix
2021,3,Armin Van Buuren,1,Sube,/top100djs/2021/3/Armin-Van-Buuren
2021,4,Alok,1,Sube,/top100djs/2021/4/Alok
2021,5,Dimitri Vegas & Like Mike,3,Baja,/top100djs/2021/5/Dimitri-Vegas--Like-Mike
2021,6,Afrojack,1,Sube,/top100djs/2021/6/Afrojack
2021,7,Don Diablo,1,Baja,/top100djs/2021/7/Don-Diablo
2021,8,Oliver Heldens,NON MOVER,,/top100djs/2021/8/Oliver-Heldens
2021,9,Timmy Trumpet,1,Sube,/top100djs/2021/9/Timmy-Trumpet
2021,10,Steve Aoki,1,Baja,/top100djs/2021/10/Steve-Aoki
2021,11,KSHMR,1,Sube,/top100djs/2021/11/KSHMR
2021,12,R3hab,1,Sube,/top100djs/2021/12/R3hab
2021,13,Marshmello,2,Baja,/top100djs/2021/13/Marshmello
2021,14,W&W,NON MOVER,,/top100djs/2021/14/WW
2021,15,Tiësto,1,Sube,/top100djs/2021/15/Tiësto
2021,16,Calvin Harris,2,Sube,/top100djs/2021/16/Calvin-Harris
2021,17,Vintage Culture,13,Sube,/top100djs/2021/17/Vintage-Culture
2021,18,Nervo,2,Sube,/top100djs/2021/18/Nervo
2021,19,Fedde Le Grand,4,Sube,/top100djs/2021/19/Fedde-Le-Grand
2021,20,Vini Vici,4,Sube,/top100djs/2021/20/Vini-Vici
2021,21,Above & Beyond,2,Baja,/top100djs/2021/21/Above--Beyond
2021,22,Alan Walker,4,Sube,/top100djs/2021/22/Alan-Walker
2021,23,Charlotte de Witte,9,Sube,/top100djs/2021/23/Charlotte-de-Witte
2021,24,Skrillex,9,Baja,/top100djs/2021/24/Skrillex
2021,25,Lost Frequencies,4,Baja,/top100djs/2021/25/Lost-Frequencies
2021,26,Nicky Romero,5,Sube,/top100djs/2021/26/Nicky-Romero
2021,27,Carl Cox,7,Sube,/top100djs/2021/27/Carl-Cox
2021,28,Bassjackers,1,Sube,/top100djs/2021/28/Bassjackers
2021,29,The Chainsmokers,2,Baja,/top100djs/2021/29/The-Chainsmokers
2021,30,Quintino,3,Sube,/top100djs/2021/30/Quintino
2021,31,Eric Prydz,9,Baja,/top100djs/2021/31/Eric-Prydz
2021,32,Claptone,9,Sube,/top100djs/2021/32/Claptone
2021,33,DJ Snake,8,Baja,/top100djs/2021/33/DJ-Snake
2021,34,Danny Avila,4,Sube,/top100djs/2021/34/Danny-Avila
2021,35,ATB,21,Sube,/top100djs/2021/35/ATB
2021,36,Tujamo,4,Sube,/top100djs/2021/36/Tujamo
2021,37,GORDO,re-entry,,/top100djs/2021/37/GORDO
2021,38,Peggy Gou,31,Sube,/top100djs/2021/38/Peggy-Gou
2021,39,MORTEN,new entry,,/top100djs/2021/39/MORTEN
2021,40,Mariana Bo,4,Sube,/top100djs/2021/40/Mariana-Bo
2021,41,Paul van Dyk,9,Sube,/top100djs/2021/41/Paul-van-Dyk
2021,42,Boris Brejcha,18,Sube,/top100djs/2021/42/Boris-Brejcha
2021,43,Ummet Ozcan,22,Sube,/top100djs/2021/43/Ummet-Ozcan
2021,44,Amelie Lens,15,Sube,/top100djs/2021/44/Amelie-Lens
2021,45,REZZ,12,Sube,/top100djs/2021/45/REZZ
2021,46,Angerfist,10,Baja,/top100djs/2021/46/Angerfist
2021,47,Diego Miranda,4,Sube,/top100djs/2021/47/Diego-Miranda
2021,48,Kygo,20,Baja,/top100djs/2021/48/Kygo
2021,49,Alison Wonderland,2,Baja,/top100djs/2021/49/Alison-Wonderland
2021,50,Jamie Jones,18,Sube,/top100djs/2021/50/Jamie-Jones
2021,51,VINAI,12,Baja,/top100djs/2021/51/VINAI
2021,52,Deadmau5,12,Sube,/top100djs/2021/52/Deadmau5
2021,53,Miss K8,1,Sube,/top100djs/2021/53/Miss-K8
2021,54,Nina Kraviz,12,Sube,/top100djs/2021/54/Nina-Kraviz
2021,55,Beauz,new entry,,/top100djs/2021/55/Beauz
2021,56,Will Sparks,2,Sube,/top100djs/2021/56/Will-Sparks
2021,57,Ferry Corsten,4,Baja,/top100djs/2021/57/Ferry-Corsten
2021,58,Adam Beyer,10,Baja,/top100djs/2021/58/Adam-Beyer
2021,59,Nora En Pure,14,Sube,/top100djs/2021/59/Nora-En-Pure
2021,60,Carta,1,Sube,/top100djs/2021/60/Carta
2021,61,Blasterjaxx,9,Sube,/top100djs/2021/61/Blasterjaxx
2021,62,Breathe Carolina,1,Sube,/top100djs/2021/62/Breathe-Carolina
2021,63,Alesso,18,Baja,/top100djs/2021/63/Alesso
2021,64,Zedd,29,Baja,/top100djs/2021/64/Zedd
2021,65,Pink Panda,17,Sube,/top100djs/2021/65/Pink-Panda
2021,66,Julian Jordan,5,Sube,/top100djs/2021/66/Julian-Jordan
2021,67,MATTN,25,Baja,/top100djs/2021/67/MATTN
2021,68,Black Coffee,23,Sube,/top100djs/2021/68/Black-Coffee
2021,69,Panta Q,new entry,,/top100djs/2021/69/Panta-Q
2021,70,Mike Williams,20,Sube,/top100djs/2021/70/Mike-Williams
2021,71,Deniz Koyu,1,Sube,/top100djs/2021/71/Deniz-Koyu
2021,72,Naeleck,new entry,,/top100djs/2021/72/Naeleck
2021,73,Brennan Heart,5,Sube,/top100djs/2021/73/Brennan-Heart
2021,74,Kura,NON MOVER,,/top100djs/2021/74/Kura
2021,75,Tom & Collins,2,Sube,/top100djs/2021/75/Tom--Collins
2021,76,Mr Pig,3,Sube,/top100djs/2021/76/Mr-Pig
2021,77,FISHER,1,Baja,/top100djs/2021/77/FISHER
2021,78,Virtual Riot,new entry,,/top100djs/2021/78/Virtual-Riot
2021,79,D.O.D,4,Sube,/top100djs/2021/79/D.O.D
2021,80,Plastik Funk,5,Sube,/top100djs/2021/80/Plastik-Funk
2021,81,Green Velvet,5,Sube,/top100djs/2021/81/Green-Velvet
2021,82,Burak Yeter,7,Sube,/top100djs/2021/82/Burak-Yeter
2021,83,KAAZE,new entry,,/top100djs/2021/83/KAAZE
2021,84,Aryue,4,Sube,/top100djs/2021/84/Aryue
2021,85,Cat Dealers,33,Baja,/top100djs/2021/85/Cat-Dealers
2021,86,Rave Republic,5,Baja,/top100djs/2021/86/Rave-Republic
2021,87,Sunnery James & Ryan Marciano,NON MOVER,,/top100djs/2021/87/Sunnery-James--Ryan-Marciano
2021,88,MaRLo,re-entry,,/top100djs/2021/88/MaRLo
2021,89,Tungevaag,3,Sube,/top100djs/2021/89/Tungevaag
2021,90,Giftback,new entry,,/top100djs/2021/90/Giftback
2021,91,Christina Novelli,new entry,,/top100djs/2021/91/Christina-Novelli
2021,92,22Bullets,6,Sube,/top100djs/2021/92/22Bullets
2021,93,KAKA,new entry,,/top100djs/2021/93/KAKA
2021,94,Blastoyz,3,Sube,/top100djs/2021/94/Blastoyz
2021,95,Florian Picasso,20,Baja,/top100djs/2021/95/Florian-Picasso
2021,96,Luminn,new entry,,/top100djs/2021/96/Luminn
2021,97,Alexso,new entry,,/top100djs/2021/97/Alexso
2021,98,Daddy’s Groove,re-entry,,/top100djs/2021/98/Daddy’s-Groove
2021,99,Dexter King,new entry,,/top100djs/2021/99/Dexter-King
2021,100,VIZE,new entry,,/top100djs/2021/100/VIZE
2022,1,Martin Garrix,1,Sube,/top100djs/2022/1/Martin-Garrix
2022,2,David Guetta,1,Baja,/top100djs/2022/2/David-Guetta
2022,3,Dimitri Vegas & Like Mike,2,Sube,/top100djs/2022/3/Dimitri-Vegas--Like-Mike
2022,4,Alok,NON MOVER,,/top100djs/2022/4/Alok
2022,5,Armin Van Buuren,2,Baja,/top100djs/2022/5/Armin-Van-Buuren
2022,6,Afrojack,NON MOVER,,/top100djs/2022/6/Afrojack
2022,7,Steve Aoki,3,Sube,/top100djs/2022/7/Steve-Aoki
2022,8,Timmy Trumpet,1,Sube,/top100djs/2022/8/Timmy-Trumpet
2022,9,Don Diablo,2,Baja,/top100djs/2022/9/Don-Diablo
2022,10,Oliver Heldens,2,Baja,/top100djs/2022/10/Oliver-Heldens
2022,11,Vintage Culture,6,Sube,/top100djs/2022/11/Vintage-Culture
2022,12,KSHMR,1,Baja,/top100djs/2022/12/KSHMR
2022,13,R3hab,1,Baja,/top100djs/2022/13/R3hab
2022,14,Charlotte de Witte,8,Sube,/top100djs/2022/14/Charlotte-de-Witte
2022,15,Tiësto,NON MOVER,,/top100djs/2022/15/Tiësto
2022,16,Calvin Harris,NON MOVER,,/top100djs/2022/16/Calvin-Harris
2022,17,Alan Walker,5,Sube,/top100djs/2022/17/Alan-Walker
2022,18,W&W,4,Baja,/top100djs/2022/18/WW
2022,19,Fedde Le Grand,NON MOVER,,/top100djs/2022/19/Fedde-Le-Grand
2022,20,Nicky Romero,6,Sube,/top100djs/2022/20/Nicky-Romero
2022,21,Vini Vici,1,Baja,/top100djs/2022/21/Vini-Vici
2022,22,Carl Cox,5,Sube,/top100djs/2022/22/Carl-Cox
2022,23,Skrillex,1,Sube,/top100djs/2022/23/Skrillex
2022,24,Peggy Gou,14,Sube,/top100djs/2022/24/Peggy-Gou
2022,25,GORDO,12,Sube,/top100djs/2022/25/GORDO
2022,26,Marshmello,13,Baja,/top100djs/2022/26/Marshmello
2022,27,Bassjackers,1,Sube,/top100djs/2022/27/Bassjackers
2022,28,Lost Frequencies,3,Baja,/top100djs/2022/28/Lost-Frequencies
2022,29,Eric Prydz,2,Sube,/top100djs/2022/29/Eric-Prydz
2022,30,Above & Beyond,9,Baja,/top100djs/2022/30/Above--Beyond
2022,31,Claptone,1,Sube,/top100djs/2022/31/Claptone
2022,32,Jamie Jones,18,Sube,/top100djs/2022/32/Jamie-Jones
2022,33,Quintino,3,Baja,/top100djs/2022/33/Quintino
2022,34,Mariana Bo,6,Sube,/top100djs/2022/34/Mariana-Bo
2022,35,Tujamo,1,Sube,/top100djs/2022/35/Tujamo
2022,36,Danny Avila,2,Baja,/top100djs/2022/36/Danny-Avila
2022,37,Amelie Lens,7,Sube,/top100djs/2022/37/Amelie-Lens
2022,38,Paul van Dyk,3,Sube,/top100djs/2022/38/Paul-van-Dyk
2022,39,Black Coffee,9,Sube,/top100djs/2022/39/Black-Coffee
2022,40,Nervo,29,Sube,/top100djs/2022/40/Nervo
2022,41,Ummet Ozcan,2,Sube,/top100djs/2022/41/Ummet-Ozcan
2022,42,ATB,7,Baja,/top100djs/2022/42/ATB
2022,43,Hardwell,re-entry,,/top100djs/2022/43/Hardwell
2022,44,DJ Snake,11,Baja,/top100djs/2022/44/DJ-Snake
2022,45,VINAI,6,Sube,/top100djs/2022/45/VINAI
2022,46,The Chainsmokers,17,Baja,/top100djs/2022/46/The-Chainsmokers
2022,47,Alison Wonderland,2,Sube,/top100djs/2022/47/Alison-Wonderland
2022,48,FISHER,29,Sube,/top100djs/2022/48/FISHER
2022,49,Reinier Zonneveld,new entry,,/top100djs/2022/49/Reinier-Zonneveld
2022,50,Deborah De Luca,new entry,,/top100djs/2022/50/Deborah-De-Luca
2022,51,Adam Beyer,7,Sube,/top100djs/2022/51/Adam-Beyer
2022,52,Blasterjaxx,9,Sube,/top100djs/2022/52/Blasterjaxx
2022,53,Beauz,2,Sube,/top100djs/2022/53/Beauz
2022,54,Diego Miranda,7,Baja,/top100djs/2022/54/Diego-Miranda
2022,55,REZZ,10,Baja,/top100djs/2022/55/REZZ
2022,56,MORTEN,17,Baja,/top100djs/2022/56/MORTEN
2022,57,Nora En Pure,2,Sube,/top100djs/2022/57/Nora-En-Pure
2022,58,Zedd,6,Sube,/top100djs/2022/58/Zedd
2022,59,Carta,1,Sube,/top100djs/2022/59/Carta
2022,60,Julian Jordan,6,Sube,/top100djs/2022/60/Julian-Jordan
2022,61,Boris Brejcha,19,Baja,/top100djs/2022/61/Boris-Brejcha
2022,62,Will Sparks,6,Baja,/top100djs/2022/62/Will-Sparks
2022,63,Angerfist,17,Baja,/top100djs/2022/63/Angerfist
2022,64,Alesso,1,Baja,/top100djs/2022/64/Alesso
2022,65,Deadmau5,13,Baja,/top100djs/2022/65/Deadmau5
2022,66,Cat Dealers,19,Sube,/top100djs/2022/66/Cat-Dealers
2022,67,Joel Corry,new entry,,/top100djs/2022/67/Joel-Corry
2022,68,Brennan Heart,5,Sube,/top100djs/2022/68/Brennan-Heart
2022,69,Topic,new entry,,/top100djs/2022/69/Topic
2022,70,KAAZE,13,Sube,/top100djs/2022/70/KAAZE
2022,71,Tom & Collins,1,Sube,/top100djs/2022/71/Tom--Collins
2022,72,Plastik Funk,8,Sube,/top100djs/2022/72/Plastik-Funk
2022,73,Kura,1,Sube,/top100djs/2022/73/Kura
2022,74,Naeleck,2,Baja,/top100djs/2022/74/Naeleck
2022,75,Pink Panda,10,Baja,/top100djs/2022/75/Pink-Panda
2022,76,Burak Yeter,6,Sube,/top100djs/2022/76/Burak-Yeter
2022,77,Swedish House Mafia,re-entry,,/top100djs/2022/77/Swedish-House-Mafia
2022,78,MATTN,11,Baja,/top100djs/2022/78/MATTN
2022,79,Breathe Carolina,17,Baja,/top100djs/2022/79/Breathe-Carolina
2022,80,Ofenbach,new entry,,/top100djs/2022/80/Ofenbach
2022,81,Tungevaag,8,Sube,/top100djs/2022/81/Tungevaag
2022,82,Green Velvet,1,Baja,/top100djs/2022/82/Green-Velvet
2022,83,22Bullets,9,Sube,/top100djs/2022/83/22Bullets
2022,84,Lucas & Steve,re-entry,,/top100djs/2022/84/Lucas--Steve
2022,85,Mr Pig,9,Baja,/top100djs/2022/85/Mr-Pig
2022,86,Aryue,2,Baja,/top100djs/2022/86/Aryue
2022,87,Ferry Corsten,30,Baja,/top100djs/2022/87/Ferry-Corsten
2022,88,Solomun,re-entry,,/top100djs/2022/88/Solomun
