anio,posicion,nombre_dj,movimiento,variacion,url
2022,89,Miss K8,36,Baja,/top100djs/2022/89/Miss-K8
2022,90,Honey Dijon,new entry,,/top100djs/2022/90/Honey-Dijon
2022,91,Acraze,new entry,,/top100djs/2022/91/Acraze
2022,92,Le Twins,new entry,,/top100djs/2022/92/Le-Twins
2022,93,Dubdogz,new entry,,/top100djs/2022/93/Dubdogz
2022,94,Rave Republic,8,Baja,/top100djs/2022/94/Rave-Republic
2022,95,KAKA,2,Baja,/top100djs/2022/95/KAKA
2022,96,Sunnery James & Ryan Marciano,9,Baja,/top100djs/2022/96/Sunnery-James--Ryan-Marciano
2022,97,Maya Jane Coles,new entry,,/top100djs/2022/97/Maya-Jane-Coles
2022,98,Jay Hardway,re-entry,,/top100djs/2022/98/Jay-Hardway
2022,99,Cuebrick,new entry,,/top100djs/2022/99/Cuebrick
2022,100,The Martinez Brothers,new entry,,/top100djs/2022/100/The-Martinez-Brothers
